"","GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"3015","G04001308131001","040138131001","9","1"
"3016","G04001308131002","040138131002","13","1"
"3017","G04001308132001","040138132001","9","1"
"3018","G04001308132002","040138132002","8","1"
"3019","G04001308133001","040138133001","9","1"
"3020","G04001308133002","040138133002","9","1"
"3021","G04001308133003","040138133003","11","1"
"3022","G04001308134001","040138134001","25","3"
"3023","G04001308134002","040138134002","6","1"
"3024","G04001308134003","040138134003","12","1"
"3025","G04001308134004","040138134004","6","1"
"3026","G04001308135001","040138135001","4","1"
"3027","G04001308135002","040138135002","9","1"
"3028","G04001308135003","040138135003","3","1"
"3029","G04001308136001","040138136001","8","1"
"3030","G04001308136002","040138136002","5","1"
"3031","G04001308136003","040138136003","5","1"
"3032","G04001308137001","040138137001","32","4"
"3033","G04001308137002","040138137002","25","3"
"3034","G04001308138001","040138138001","50","7"
"3035","G04001308138002","040138138002","43","6"
"3036","G04001308138003","040138138003","58","8"
"3037","G04001308139001","040138139001","17","2"
"3038","G04001308139002","040138139002","17","2"
"3039","G04001308139003","040138139003","19","2"
"3040","G04001308140001","040138140001","28","3"
"3041","G04001308140002","040138140002","36","4"
"3042","G04001308140003","040138140003","25","3"
"3043","G04001308141001","040138141001","21","2"
"3044","G04001308141002","040138141002","23","2"
"3045","G04001308141003","040138141003","21","2"
"3046","G04001308142001","040138142001","18","2"
"3047","G04001308142002","040138142002","18","2"
"3048","G04001308143001","040138143001","25","3"
"3049","G04001308143002","040138143002","22","2"
"3050","G04001308143003","040138143003","25","3"
"3051","G04001308144001","040138144001","20","2"
"3052","G04001308144002","040138144002","25","3"
"3053","G04001308145001","040138145001","25","3"
"3054","G04001308145002","040138145002","28","3"
"3055","G04001308145003","040138145003","19","2"
"3056","G04001308145004","040138145004","25","3"
"3057","G04001308146001","040138146001","38","5"
"3058","G04001308146002","040138146002","39","5"
"3059","G04001308146003","040138146003","32","4"
"3060","G04001308147001","040138147001","21","2"
"3061","G04001308147002","040138147002","25","3"
"3062","G04001308148011","040138148011","30","3"
"3063","G04001308148012","040138148012","25","3"
"3064","G04001308148021","040138148021","37","5"
"3065","G04001308148022","040138148022","30","3"
"3066","G04001308148023","040138148023","24","3"
"3067","G04001308149001","040138149001","18","2"
"3068","G04001308149002","040138149002","6","1"
"3069","G04001308150001","040138150001","14","1"
"3070","G04001308150002","040138150002","13","1"
"3071","G04001308150003","040138150003","14","1"
"3072","G04001308151001","040138151001","28","3"
"3073","G04001308151002","040138151002","21","2"
"3074","G04001308151003","040138151003","21","2"
"3075","G04001308152011","040138152011","27","3"
"3076","G04001308152012","040138152012","25","3"
"3077","G04001308152021","040138152021","24","3"
"3078","G04001308152022","040138152022","28","3"
"3079","G04001308152031","040138152031","13","1"
"3080","G04001308152032","040138152032","16","2"
"3081","G04001308153001","040138153001","9","1"
"3082","G04001308153002","040138153002","9","1"
"3083","G04001308154011","040138154011","6","1"
"3084","G04001308154012","040138154012","8","1"
"3085","G04001308154013","040138154013","10","1"
"3086","G04001308154021","040138154021","27","3"
"3087","G04001308154022","040138154022","27","3"
"3088","G04001308154023","040138154023","10","1"
"3089","G04001308155011","040138155011","19","2"
"3090","G04001308155012","040138155012","12","1"
"3091","G04001308155021","040138155021","36","4"
"3092","G04001308155022","040138155022","35","4"
"3093","G04001308156011","040138156011","13","1"
"3094","G04001308156021","040138156021","24","3"
"3095","G04001308156022","040138156022","13","1"
"3096","G04001308156023","040138156023","23","2"
"3097","G04001308156024","040138156024","21","2"
"3098","G04001308157001","040138157001","23","2"
"3099","G04001308157002","040138157002","24","3"
"3100","G04001308158001","040138158001","32","4"
"3101","G04001308158002","040138158002","22","2"
"3102","G04001308158003","040138158003","27","3"
"3103","G04001308159011","040138159011","13","1"
"3104","G04001308159012","040138159012","17","2"
"3105","G04001308159013","040138159013","10","1"
"3106","G04001308159021","040138159021","19","2"
"3107","G04001308159022","040138159022","14","1"
"3108","G04001308159023","040138159023","11","1"
"3109","G04001308160011","040138160011","11","1"
"3110","G04001308160012","040138160012","8","1"
"3111","G04001308160021","040138160021","12","1"
"3112","G04001308160022","040138160022","19","2"
"3113","G04001308160023","040138160023","14","1"
"3114","G04001308160031","040138160031","4","1"
"3115","G04001308160032","040138160032","7","1"
"3116","G04001308160041","040138160041","12","1"
"3117","G04001308160042","040138160042","18","2"
"3118","G04001308160051","040138160051","16","2"
"3119","G04001308160052","040138160052","5","1"
"3120","G04001308160053","040138160053","15","1"
"3121","G04001308161001","040138161001","19","2"
"3122","G04001308161002","040138161002","24","3"
"3123","G04001308161003","040138161003","19","2"
"3124","G04001308161004","040138161004","22","2"
"3125","G04001308162001","040138162001","10","1"
"3126","G04001308162002","040138162002","26","3"
"3127","G04001308162003","040138162003","19","2"
"3128","G04001308163011","040138163011","28","3"
"3129","G04001308163012","040138163012","27","3"
"3130","G04001308163013","040138163013","28","3"
"3131","G04001308163021","040138163021","9","1"
"3132","G04001308163022","040138163022","11","1"
"3133","G04001308164011","040138164011","14","1"
"3134","G04001308164012","040138164012","15","1"
"3135","G04001308164021","040138164021","7","1"
"3136","G04001308164022","040138164022","19","2"
"3137","G04001308164023","040138164023","18","2"
"3138","G04001308165011","040138165011","9","1"
"3139","G04001308165021","040138165021","15","1"
"3140","G04001308165022","040138165022","11","1"
"3141","G04001308166001","040138166001","20","2"
"3142","G04001308166002","040138166002","14","1"
"3143","G04001308167001","040138167001","9","1"
"3144","G04001308168001","040138168001","21","2"
"3145","G04001308168002","040138168002","12","1"
"3146","G04001308168003","040138168003","13","1"
"3147","G04001308169011","040138169011","14","1"
"3148","G04001308169012","040138169012","14","1"
"3149","G04001308169021","040138169021","13","1"
"3150","G04001308169031","040138169031","17","2"
"3151","G04001308169032","040138169032","25","3"
"3152","G04001308169041","040138169041","12","1"
"3153","G04001308169042","040138169042","11","1"
"3154","G04001308170001","040138170001","9","1"
"3155","G04001308170002","040138170002","11","1"
"3156","G04001308171011","040138171011","12","1"
"3157","G04001308171012","040138171012","23","2"
"3158","G04001308171021","040138171021","40","5"
"3159","G04001308171022","040138171022","40","5"
"3160","G04001308171023","040138171023","40","5"
"3161","G04001308171031","040138171031","27","3"
"3162","G04001308171032","040138171032","34","4"
"3163","G04001308171033","040138171033","30","3"
"3164","G04001308172001","040138172001","9","1"
"3165","G04001308172002","040138172002","10","1"
"3166","G04001308172003","040138172003","10","1"
"3167","G04001308172004","040138172004","29","3"
"3168","G04001308172005","040138172005","18","2"
"3169","G04001308173001","040138173001","30","3"
"3170","G04001308173002","040138173002","27","3"
"3171","G04001308173003","040138173003","27","3"
"3172","G04001308174001","040138174001","67","8"
"3173","G04001308174002","040138174002","58","8"
"3174","G04001308175001","040138175001","41","5"
"3175","G04001308175002","040138175002","41","5"
"3176","G04001308176001","040138176001","13","1"
"3177","G04001308176002","040138176002","18","2"
"3178","G04001308176003","040138176003","14","1"
"3179","G04001309407001","040139407001","PH","PH"
"3180","G04001309410001","040139410001","73","9"
"3181","G04001309410002","040139410002","PH","PH"
"3182","G04001309411001","040139411001","PH","PH"
"3183","G04001309412001","040139412001","48","6"
"3184","G04001309413001","040139413001","99","10"
"3185","G04001309413002","040139413002","99","10"
"3186","G04001309413003","040139413003","99","10"
"3187","G04001309413004","040139413004","99","10"
"3188","G04001309801001","040139801001","PH","PH"
"3189","G04001309804001","040139804001","PH","PH"
"3190","G04001309805001","040139805001","PH","PH"
"3191","G04001309807001","040139807001","PH","PH"
"3192","G04001309809001","040139809001","32","4"
"3193","G04001309810001","040139810001","GQ-PH","GQ-PH"
"3194","G04001509404001","040159404001","63","8"
"3195","G04001509405011","040159405011","63","8"
"3196","G04001509405012","040159405012","64","8"
"3197","G04001509405013","040159405013","55","7"
"3198","G04001509501011","040159501011","71","9"
"3199","G04001509501012","040159501012","71","9"
"3200","G04001509501013","040159501013","71","9"
"3201","G04001509501021","040159501021","55","7"
"3202","G04001509501022","040159501022","55","7"
"3203","G04001509501031","040159501031","61","8"
"3204","G04001509501032","040159501032","59","8"
"3205","G04001509504011","040159504011","96","10"
"3206","G04001509504012","040159504012","97","10"
"3207","G04001509504013","040159504013","96","10"
"3208","G04001509504031","040159504031","80","9"
"3209","G04001509504032","040159504032","93","10"
"3210","G04001509504041","040159504041","66","8"
"3211","G04001509504042","040159504042","83","10"
"3212","G04001509505001","040159505001","68","9"
"3213","G04001509505002","040159505002","80","9"
"3214","G04001509506011","040159506011","93","10"
"3215","G04001509506012","040159506012","80","9"
"3216","G04001509506021","040159506021","84","10"
"3217","G04001509506022","040159506022","77","9"
"3218","G04001509506031","040159506031","81","9"
"3219","G04001509506032","040159506032","98","10"
"3220","G04001509507031","040159507031","99","10"
"3221","G04001509507032","040159507032","95","10"
"3222","G04001509507051","040159507051","81","9"
"3223","G04001509507052","040159507052","93","10"
"3224","G04001509507053","040159507053","98","10"
"3225","G04001509507061","040159507061","99","10"
"3226","G04001509507062","040159507062","100","10"
"3227","G04001509507071","040159507071","53","7"
"3228","G04001509507081","040159507081","79","9"
"3229","G04001509507082","040159507082","78","9"
