"","GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"3688","G04001900040314","040190040314","35","4"
"3689","G04001900040321","040190040321","51","7"
"3690","G04001900040322","040190040322","53","7"
"3691","G04001900040323","040190040323","55","7"
"3692","G04001900040331","040190040331","66","8"
"3693","G04001900040332","040190040332","72","9"
"3694","G04001900040341","040190040341","85","10"
"3695","G04001900040342","040190040342","74","9"
"3696","G04001900040351","040190040351","98","10"
"3697","G04001900040352","040190040352","97","10"
"3698","G04001900040353","040190040353","98","10"
"3699","G04001900040361","040190040361","68","9"
"3700","G04001900040362","040190040362","66","8"
"3701","G04001900040371","040190040371","50","7"
"3702","G04001900040372","040190040372","66","8"
"3703","G04001900040381","040190040381","57","7"
"3704","G04001900040382","040190040382","68","9"
"3705","G04001900040391","040190040391","73","9"
"3706","G04001900040392","040190040392","100","10"
"3707","G04001900040393","040190040393","93","10"
"3708","G04001900040421","040190040421","51","7"
"3709","G04001900040422","040190040422","51","7"
"3710","G04001900040423","040190040423","51","7"
"3711","G04001900040424","040190040424","51","7"
"3712","G04001900040431","040190040431","39","5"
"3713","G04001900040432","040190040432","44","6"
"3714","G04001900040441","040190040441","31","4"
"3715","G04001900040442","040190040442","26","3"
"3716","G04001900040461","040190040461","58","8"
"3717","G04001900040462","040190040462","45","6"
"3718","G04001900040463","040190040463","45","6"
"3719","G04001900040464","040190040464","43","6"
"3720","G04001900040471","040190040471","37","5"
"3721","G04001900040472","040190040472","37","5"
"3722","G04001900040481","040190040481","44","6"
"3723","G04001900040482","040190040482","49","7"
"3724","G04001900040483","040190040483","44","6"
"3725","G04001900040491","040190040491","60","8"
"3726","G04001900040492","040190040492","41","5"
"3727","G04001900040501","040190040501","21","2"
"3728","G04001900040511","040190040511","22","2"
"3729","G04001900040512","040190040512","14","1"
"3730","G04001900040513","040190040513","19","2"
"3731","G04001900040521","040190040521","25","3"
"3732","G04001900040522","040190040522","15","1"
"3733","G04001900040531","040190040531","19","2"
"3734","G04001900040532","040190040532","25","3"
"3735","G04001900040541","040190040541","23","2"
"3736","G04001900040551","040190040551","26","3"
"3737","G04001900040552","040190040552","19","2"
"3738","G04001900040561","040190040561","59","8"
"3739","G04001900040562","040190040562","46","6"
"3740","G04001900040571","040190040571","52","7"
"3741","G04001900040572","040190040572","61","8"
"3742","G04001900040573","040190040573","45","6"
"3743","G04001900040581","040190040581","65","8"
"3744","G04001900040582","040190040582","96","10"
"3745","G04001900040583","040190040583","55","7"
"3746","G04001900040611","040190040611","27","3"
"3747","G04001900040612","040190040612","61","8"
"3748","G04001900040613","040190040613","23","2"
"3749","G04001900040614","040190040614","43","6"
"3750","G04001900040621","040190040621","34","4"
"3751","G04001900040622","040190040622","35","4"
"3752","G04001900040623","040190040623","31","4"
"3753","G04001900040631","040190040631","30","3"
"3754","G04001900040632","040190040632","36","4"
"3755","G04001900040633","040190040633","31","4"
"3756","G04001900040634","040190040634","32","4"
"3757","G04001900040651","040190040651","32","4"
"3758","G04001900040652","040190040652","47","6"
"3759","G04001900040661","040190040661","43","6"
"3760","G04001900040662","040190040662","43","6"
"3761","G04001900040671","040190040671","54","7"
"3762","G04001900040672","040190040672","94","10"
"3763","G04001900040673","040190040673","81","9"
"3764","G04001900040681","040190040681","57","7"
"3765","G04001900040682","040190040682","50","7"
"3766","G04001900040683","040190040683","51","7"
"3767","G04001900040684","040190040684","55","7"
"3768","G04001900040691","040190040691","68","9"
"3769","G04001900040692","040190040692","68","9"
"3770","G04001900040693","040190040693","69","9"
"3771","G04001900040694","040190040694","71","9"
"3772","G04001900040701","040190040701","93","10"
"3773","G04001900040702","040190040702","63","8"
"3774","G04001900040711","040190040711","79","9"
"3775","G04001900040712","040190040712","49","7"
"3776","G04001900040713","040190040713","QDI","QDI"
"3777","G04001900040714","040190040714","58","8"
"3778","G04001900040721","040190040721","51","7"
"3779","G04001900040731","040190040731","43","6"
"3780","G04001900040732","040190040732","38","5"
"3781","G04001900040741","040190040741","46","6"
"3782","G04001900040751","040190040751","67","8"
"3783","G04001900040752","040190040752","99","10"
"3784","G04001900040761","040190040761","64","8"
"3785","G04001900040762","040190040762","64","8"
"3786","G04001900040763","040190040763","64","8"
"3787","G04001900040764","040190040764","64","8"
"3788","G04001900040771","040190040771","52","7"
"3789","G04001900040772","040190040772","47","6"
"3790","G04001900040781","040190040781","50","7"
"3791","G04001900040782","040190040782","63","8"
"3792","G04001900040791","040190040791","24","3"
"3793","G04001900040792","040190040792","18","2"
"3794","G04001900040801","040190040801","22","2"
"3795","G04001900040802","040190040802","11","1"
"3796","G04001900040803","040190040803","21","2"
"3797","G04001900040811","040190040811","26","3"
"3798","G04001900040812","040190040812","15","1"
"3799","G04001900040813","040190040813","23","2"
"3800","G04001900040821","040190040821","29","3"
"3801","G04001900040822","040190040822","29","3"
"3802","G04001900041091","040190041091","39","5"
"3803","G04001900041092","040190041092","27","3"
"3804","G04001900041093","040190041093","60","8"
"3805","G04001900041101","040190041101","74","9"
"3806","G04001900041102","040190041102","75","9"
"3807","G04001900041121","040190041121","76","9"
"3808","G04001900041122","040190041122","66","8"
"3809","G04001900041141","040190041141","74","9"
"3810","G04001900041142","040190041142","82","9"
"3811","G04001900041151","040190041151","94","10"
"3812","G04001900041152","040190041152","94","10"
"3813","G04001900041153","040190041153","94","10"
"3814","G04001900041154","040190041154","94","10"
"3815","G04001900041161","040190041161","69","9"
"3816","G04001900041171","040190041171","100","10"
"3817","G04001900041172","040190041172","63","8"
"3818","G04001900041173","040190041173","70","9"
"3819","G04001900041181","040190041181","58","8"
"3820","G04001900041182","040190041182","65","8"
"3821","G04001900041183","040190041183","66","8"
"3822","G04001900041221","040190041221","60","8"
"3823","G04001900041222","040190041222","64","8"
"3824","G04001900041261","040190041261","33","4"
"3825","G04001900041262","040190041262","39","5"
"3826","G04001900041263","040190041263","37","5"
"3827","G04001900041271","040190041271","38","5"
"3828","G04001900041272","040190041272","26","3"
"3829","G04001900041273","040190041273","80","9"
"3830","G04001900041281","040190041281","QDI","QDI"
"3831","G04001900041282","040190041282","37","5"
"3832","G04001900041291","040190041291","24","3"
"3833","G04001900041292","040190041292","29","3"
"3834","G04001900041293","040190041293","27","3"
"3835","G04001900041301","040190041301","25","3"
"3836","G04001900041302","040190041302","37","5"
"3837","G04001900041311","040190041311","44","6"
"3838","G04001900041312","040190041312","48","6"
"3839","G04001900041313","040190041313","65","8"
"3840","G04001900041321","040190041321","50","7"
"3841","G04001900041322","040190041322","46","6"
"3842","G04001900041331","040190041331","97","10"
"3843","G04001900041332","040190041332","99","10"
"3844","G04001900043071","040190043071","59","8"
"3845","G04001900043072","040190043072","64","8"
"3846","G04001900043073","040190043073","68","9"
"3847","G04001900043074","040190043074","65","8"
"3848","G04001900043101","040190043101","41","5"
"3849","G04001900043111","040190043111","47","6"
"3850","G04001900043112","040190043112","53","7"
"3851","G04001900043113","040190043113","55","7"
"3852","G04001900043121","040190043121","68","9"
"3853","G04001900043122","040190043122","68","9"
"3854","G04001900043123","040190043123","64","8"
"3855","G04001900043131","040190043131","75","9"
"3856","G04001900043132","040190043132","86","10"
"3857","G04001900043133","040190043133","83","10"
"3858","G04001900043134","040190043134","88","10"
"3859","G04001900043161","040190043161","80","9"
"3860","G04001900043162","040190043162","75","9"
"3861","G04001900043163","040190043163","94","10"
"3862","G04001900043171","040190043171","86","10"
"3863","G04001900043172","040190043172","59","8"
"3864","G04001900043173","040190043173","82","9"
"3865","G04001900043174","040190043174","91","10"
"3866","G04001900043201","040190043201","84","10"
"3867","G04001900043211","040190043211","64","8"
"3868","G04001900043212","040190043212","57","7"
"3869","G04001900043221","040190043221","73","9"
"3870","G04001900043222","040190043222","59","8"
"3871","G04001900043223","040190043223","51","7"
"3872","G04001900043231","040190043231","30","3"
"3873","G04001900043232","040190043232","30","3"
"3874","G04001900043241","040190043241","47","6"
"3875","G04001900043242","040190043242","60","8"
"3876","G04001900043243","040190043243","45","6"
"3877","G04001900043244","040190043244","43","6"
"3878","G04001900043251","040190043251","33","4"
"3879","G04001900043252","040190043252","39","5"
"3880","G04001900043261","040190043261","49","7"
"3881","G04001900043262","040190043262","49","7"
"3882","G04001900043263","040190043263","49","7"
"3883","G04001900043271","040190043271","30","3"
"3884","G04001900043272","040190043272","77","9"
"3885","G04001900043273","040190043273","30","3"
"3886","G04001900043274","040190043274","64","8"
"3887","G04001900043281","040190043281","55","7"
"3888","G04001900043282","040190043282","46","6"
"3889","G04001900043283","040190043283","47","6"
"3890","G04001900043284","040190043284","60","8"
"3891","G04001900043301","040190043301","52","7"
"3892","G04001900043302","040190043302","88","10"
"3893","G04001900043303","040190043303","61","8"
"3894","G04001900043321","040190043321","47","6"
"3895","G04001900043322","040190043322","58","8"
"3896","G04001900043331","040190043331","61","8"
"3897","G04001900043332","040190043332","55","7"
"3898","G04001900043351","040190043351","35","4"
"3899","G04001900043352","040190043352","59","8"
"3900","G04001900043353","040190043353","39","5"
"3901","G04001900043354","040190043354","37","5"
"3902","G04001900043361","040190043361","43","6"
"3903","G04001900043362","040190043362","36","4"
"3904","G04001900043371","040190043371","63","8"
"3905","G04001900043372","040190043372","63","8"
"3906","G04001900043381","040190043381","58","8"
"3907","G04001900043382","040190043382","40","5"
"3908","G04001900043391","040190043391","43","6"
"3909","G04001900043392","040190043392","44","6"
"3910","G04001900043393","040190043393","39","5"
"3911","G04001900043401","040190043401","50","7"
"3912","G04001900043402","040190043402","50","7"
"3913","G04001900043403","040190043403","50","7"
"3914","G04001900044041","040190044041","60","8"
"3915","G04001900044042","040190044042","89","10"
"3916","G04001900044043","040190044043","81","9"
"3917","G04001900044044","040190044044","88","10"
"3918","G04001900044071","040190044071","70","9"
"3919","G04001900044072","040190044072","73","9"
"3920","G04001900044073","040190044073","73","9"
"3921","G04001900044074","040190044074","66","8"
"3922","G04001900044121","040190044121","36","4"
"3923","G04001900044122","040190044122","57","7"
"3924","G04001900044123","040190044123","41","5"
"3925","G04001900044131","040190044131","48","6"
"3926","G04001900044132","040190044132","48","6"
"3927","G04001900044141","040190044141","58","8"
"3928","G04001900044142","040190044142","48","6"
"3929","G04001900044151","040190044151","57","7"
"3930","G04001900044181","040190044181","30","3"
"3931","G04001900044182","040190044182","27","3"
"3932","G04001900044191","040190044191","80","9"
"3933","G04001900044192","040190044192","84","10"
"3934","G04001900044193","040190044193","79","9"
"3935","G04001900044194","040190044194","80","9"
"3936","G04001900044221","040190044221","48","6"
"3937","G04001900044222","040190044222","48","6"
"3938","G04001900044223","040190044223","48","6"
"3939","G04001900044224","040190044224","48","6"
"3940","G04001900044225","040190044225","48","6"
"3941","G04001900044231","040190044231","71","9"
"3942","G04001900044232","040190044232","76","9"
"3943","G04001900044241","040190044241","74","9"
"3944","G04001900044242","040190044242","86","10"
"3945","G04001900044251","040190044251","67","8"
"3946","G04001900044252","040190044252","67","8"
"3947","G04001900044253","040190044253","67","9"
"3948","G04001900044254","040190044254","67","9"
"3949","G04001900044261","040190044261","45","6"
"3950","G04001900044262","040190044262","47","6"
"3951","G04001900044281","040190044281","11","1"
"3952","G04001900044282","040190044282","26","3"
"3953","G04001900044301","040190044301","48","6"
"3954","G04001900044311","040190044311","35","4"
"3955","G04001900044312","040190044312","35","4"
"3956","G04001900044313","040190044313","35","4"
"3957","G04001900044321","040190044321","89","10"
"3958","G04001900044322","040190044322","55","7"
"3959","G04001900044331","040190044331","34","4"
"3960","G04001900044332","040190044332","19","2"
"3961","G04001900044341","040190044341","62","8"
"3962","G04001900044342","040190044342","62","8"
"3963","G04001900044351","040190044351","73","9"
"3964","G04001900044352","040190044352","57","7"
"3965","G04001900044353","040190044353","60","8"
"3966","G04001900044361","040190044361","54","7"
"3967","G04001900044362","040190044362","32","4"
"3968","G04001900044363","040190044363","33","4"
"3969","G04001900044371","040190044371","37","5"
"3970","G04001900044381","040190044381","35","4"
"3971","G04001900044382","040190044382","45","6"
"3972","G04001900044391","040190044391","26","3"
"3973","G04001900044392","040190044392","26","3"
"3974","G04001900044401","040190044401","30","3"
"3975","G04001900044402","040190044402","29","3"
"3976","G04001900045051","040190045051","58","8"
"3977","G04001900045052","040190045052","60","8"
"3978","G04001900045053","040190045053","58","8"
"3979","G04001900045061","040190045061","96","10"
"3980","G04001900045062","040190045062","95","10"
"3981","G04001900045063","040190045063","94","10"
"3982","G04001900045081","040190045081","54","7"
"3983","G04001900045082","040190045082","58","8"
"3984","G04001900045083","040190045083","57","7"
"3985","G04001900045084","040190045084","61","8"
"3986","G04001900045101","040190045101","100","10"
"3987","G04001900045102","040190045102","70","9"
"3988","G04001900045111","040190045111","63","8"
"3989","G04001900045112","040190045112","66","8"
"3990","G04001900045113","040190045113","66","8"
"3991","G04001900045114","040190045114","66","8"
"3992","G04001900045121","040190045121","100","10"
"3993","G04001900045122","040190045122","94","10"
"3994","G04001900045123","040190045123","70","9"
"3995","G04001900045131","040190045131","100","10"
"3996","G04001900045132","040190045132","100","10"
"3997","G04001900045141","040190045141","100","10"
"3998","G04001900045142","040190045142","100","10"
"3999","G04001900045143","040190045143","100","10"
"4000","G04001900045151","040190045151","60","8"
"4001","G04001900045152","040190045152","71","9"
"4002","G04001900045153","040190045153","65","8"
"4003","G04001900046101","040190046101","49","7"
"4004","G04001900046102","040190046102","42","5"
"4005","G04001900046103","040190046103","51","7"
"4006","G04001900046131","040190046131","55","7"
"4007","G04001900046132","040190046132","100","10"
"4008","G04001900046133","040190046133","76","9"
"4009","G04001900046141","040190046141","20","2"
"4010","G04001900046142","040190046142","35","4"
"4011","G04001900046151","040190046151","30","3"
"4012","G04001900046152","040190046152","17","2"
"4013","G04001900046161","040190046161","40","5"
"4014","G04001900046162","040190046162","GQ","GQ"
"4015","G04001900046163","040190046163","23","2"
"4016","G04001900046171","040190046171","56","7"
"4017","G04001900046172","040190046172","49","7"
"4018","G04001900046181","040190046181","48","6"
"4019","G04001900046182","040190046182","57","7"
"4020","G04001900046183","040190046183","57","8"
"4021","G04001900046191","040190046191","22","2"
"4022","G04001900046192","040190046192","39","5"
"4023","G04001900046193","040190046193","76","9"
"4024","G04001900046201","040190046201","30","3"
"4025","G04001900046211","040190046211","36","4"
"4026","G04001900046212","040190046212","36","4"
"4027","G04001900046221","040190046221","30","3"
"4028","G04001900046222","040190046222","45","6"
"4029","G04001900046231","040190046231","38","5"
"4030","G04001900046232","040190046232","41","5"
"4031","G04001900046233","040190046233","32","4"
"4032","G04001900046234","040190046234","52","7"
"4033","G04001900046241","040190046241","56","7"
"4034","G04001900046242","040190046242","50","7"
"4035","G04001900046243","040190046243","49","7"
"4036","G04001900046251","040190046251","31","4"
"4037","G04001900046252","040190046252","52","7"
"4038","G04001900046261","040190046261","60","8"
"4039","G04001900046262","040190046262","62","8"
"4040","G04001900046263","040190046263","61","8"
"4041","G04001900046271","040190046271","60","8"
"4042","G04001900046272","040190046272","45","6"
"4043","G04001900046281","040190046281","32","4"
"4044","G04001900046301","040190046301","37","5"
"4045","G04001900046311","040190046311","45","6"
"4046","G04001900046312","040190046312","43","6"
"4047","G04001900046321","040190046321","32","4"
"4048","G04001900046322","040190046322","45","6"
"4049","G04001900046331","040190046331","31","4"
"4050","G04001900046332","040190046332","34","4"
"4051","G04001900046341","040190046341","14","1"
"4052","G04001900046351","040190046351","26","3"
"4053","G04001900046352","040190046352","24","3"
"4054","G04001900046353","040190046353","27","3"
"4055","G04001900046361","040190046361","28","3"
"4056","G04001900046362","040190046362","30","3"
"4057","G04001900046363","040190046363","31","4"
"4058","G04001900046364","040190046364","15","1"
"4059","G04001900046365","040190046365","15","1"
"4060","G04001900046391","040190046391","14","1"
"4061","G04001900046392","040190046392","29","3"
"4062","G04001900046393","040190046393","25","3"
"4063","G04001900046401","040190046401","6","1"
"4064","G04001900046402","040190046402","24","3"
"4065","G04001900046403","040190046403","28","3"
"4066","G04001900046404","040190046404","32","4"
"4067","G04001900046405","040190046405","21","2"
"4068","G04001900046411","040190046411","8","1"
"4069","G04001900046412","040190046412","31","4"
"4070","G04001900046421","040190046421","24","3"
"4071","G04001900046422","040190046422","22","2"
"4072","G04001900046423","040190046423","24","3"
"4073","G04001900046431","040190046431","33","4"
"4074","G04001900046432","040190046432","35","4"
"4075","G04001900046433","040190046433","37","5"
"4076","G04001900046434","040190046434","35","4"
"4077","G04001900046441","040190046441","45","6"
"4078","G04001900046451","040190046451","50","7"
"4079","G04001900046452","040190046452","50","7"
"4080","G04001900046453","040190046453","34","4"
"4081","G04001900046461","040190046461","48","6"
"4082","G04001900046462","040190046462","48","6"
"4083","G04001900046463","040190046463","48","6"
"4084","G04001900046471","040190046471","53","7"
"4085","G04001900046472","040190046472","57","8"
"4086","G04001900046473","040190046473","49","7"
"4087","G04001900046481","040190046481","36","4"
"4088","G04001900046482","040190046482","48","6"
"4089","G04001900046483","040190046483","24","3"
"4090","G04001900046491","040190046491","9","1"
"4091","G04001900046501","040190046501","24","3"
"4092","G04001900046502","040190046502","24","3"
"4093","G04001900046503","040190046503","24","3"
"4094","G04001900046504","040190046504","24","3"
"4095","G04001900046505","040190046505","24","3"
"4096","G04001900047101","040190047101","62","8"
"4097","G04001900047102","040190047102","53","7"
"4098","G04001900047103","040190047103","57","8"
"4099","G04001900047104","040190047104","54","7"
"4100","G04001900047105","040190047105","55","7"
"4101","G04001900047111","040190047111","30","3"
"4102","G04001900047112","040190047112","10","1"
"4103","G04001900047113","040190047113","4","1"
"4104","G04001900047114","040190047114","9","1"
"4105","G04001900047121","040190047121","54","7"
"4106","G04001900047122","040190047122","6","1"
"4107","G04001900047123","040190047123","11","1"
"4108","G04001900047131","040190047131","23","2"
"4109","G04001900047132","040190047132","30","3"
"4110","G04001900047133","040190047133","3","1"
"4111","G04001900047134","040190047134","3","1"
"4112","G04001900047141","040190047141","25","3"
"4113","G04001900047142","040190047142","15","1"
"4114","G04001900047143","040190047143","21","2"
"4115","G04001900047144","040190047144","7","1"
"4116","G04001900047151","040190047151","54","7"
"4117","G04001900047152","040190047152","67","9"
"4118","G04001900047153","040190047153","68","9"
"4119","G04001900047171","040190047171","8","1"
"4120","G04001900047172","040190047172","15","1"
"4121","G04001900047181","040190047181","21","2"
"4122","G04001900047182","040190047182","12","1"
"4123","G04001900047201","040190047201","25","3"
"4124","G04001900047211","040190047211","24","3"
"4125","G04001900047212","040190047212","24","3"
"4126","G04001900047213","040190047213","24","3"
"4127","G04001900047221","040190047221","22","2"
"4128","G04001900047222","040190047222","16","2"
"4129","G04001900047231","040190047231","38","5"
"4130","G04001900047232","040190047232","48","6"
"4131","G04001900047233","040190047233","37","5"
"4132","G04001900047234","040190047234","39","5"
"4133","G04001900047241","040190047241","13","1"
"4134","G04001900047242","040190047242","15","1"
"4135","G04001900047251","040190047251","37","5"
"4136","G04001900047252","040190047252","24","3"
"4137","G04001900047261","040190047261","13","1"
"4138","G04001900047262","040190047262","13","1"
"4139","G04001900047263","040190047263","11","1"
"4140","G04001900047271","040190047271","31","4"
"4141","G04001900047272","040190047272","45","6"
"4142","G04001900047281","040190047281","26","3"
"4143","G04001900047282","040190047282","34","4"
"4144","G04001900047283","040190047283","29","3"
"4145","G04001900047291","040190047291","7","1"
"4146","G04001900047292","040190047292","65","8"
"4147","G04001900047301","040190047301","7","1"
"4148","G04001900047302","040190047302","9","1"
"4149","G04001900052001","040190052001","86","10"
"4150","G04001900052002","040190052002","82","9"
"4151","G04001900052003","040190052003","86","10"
"4152","G04001900052004","040190052004","93","10"
"4153","G04001900053001","040190053001","43","6"
"4154","G04001900053002","040190053002","8","1"
"4155","G04001900054001","040190054001","33","4"
"4156","G04001900054002","040190054002","19","2"
"4157","G04001900054003","040190054003","58","8"
"4158","G04001909408001","040199408001","96","10"
"4159","G04001909408002","040199408002","96","10"
"4160","G04001909408003","040199408003","96","10"
"4161","G04001909409001","040199409001","98","10"
"4162","G04001909410001","040199410001","89","10"
"4163","G04001909410002","040199410002","59","8"
"4164","G04001909411001","040199411001","96","10"
"4165","G04001909800011","040199800011","PH","PH"
"4166","G04001909800021","040199800021","PH","PH"
"4167","G04001909801001","040199801001","GQ-PH","GQ-PH"
"4168","G04001909802001","040199802001","GQ-PH","GQ-PH"
"4169","G04001909803001","040199803001","PH","PH"
"4170","G04001909804001","040199804001","GQ-PH","GQ-PH"
"4171","G04002100002011","040210002011","29","3"
"4172","G04002100002012","040210002012","45","6"
"4173","G04002100002041","040210002041","30","3"
"4174","G04002100002042","040210002042","27","3"
"4175","G04002100002043","040210002043","30","3"
"4176","G04002100002044","040210002044","30","3"
"4177","G04002100002061","040210002061","16","2"
"4178","G04002100002062","040210002062","25","3"
"4179","G04002100002063","040210002063","26","3"
"4180","G04002100002081","040210002081","43","6"
"4181","G04002100002082","040210002082","44","6"
"4182","G04002100002111","040210002111","36","4"
"4183","G04002100002112","040210002112","39","5"
"4184","G04002100002113","040210002113","47","6"
"4185","G04002100002121","040210002121","52","7"
"4186","G04002100002122","040210002122","45","6"
"4187","G04002100002123","040210002123","46","6"
"4188","G04002100002151","040210002151","14","1"
"4189","G04002100002161","040210002161","37","5"
"4190","G04002100002162","040210002162","32","4"
"4191","G04002100002171","040210002171","28","3"
"4192","G04002100002172","040210002172","43","6"
"4193","G04002100002181","040210002181","39","5"
"4194","G04002100002182","040210002182","38","5"
"4195","G04002100002191","040210002191","34","4"
"4196","G04002100002192","040210002192","34","4"
"4197","G04002100002193","040210002193","36","4"
"4198","G04002100002201","040210002201","47","6"
"4199","G04002100002202","040210002202","28","3"
"4200","G04002100002211","040210002211","36","4"
"4201","G04002100002212","040210002212","36","4"
"4202","G04002100002221","040210002221","34","4"
"4203","G04002100002222","040210002222","31","4"
"4204","G04002100002223","040210002223","42","5"
"4205","G04002100002224","040210002224","31","4"
"4206","G04002100002231","040210002231","37","5"
"4207","G04002100002241","040210002241","35","4"
"4208","G04002100002242","040210002242","33","4"
"4209","G04002100002243","040210002243","35","4"
"4210","G04002100002251","040210002251","39","5"
"4211","G04002100002261","040210002261","39","5"
"4212","G04002100002262","040210002262","39","5"
"4213","G04002100002263","040210002263","24","3"
"4214","G04002100002271","040210002271","36","4"
"4215","G04002100002272","040210002272","33","4"
"4216","G04002100002281","040210002281","40","5"
"4217","G04002100002291","040210002291","39","5"
"4218","G04002100002292","040210002292","33","4"
"4219","G04002100003071","040210003071","27","3"
"4220","G04002100003091","040210003091","64","8"
"4221","G04002100003092","040210003092","100","10"
"4222","G04002100003101","040210003101","75","9"
"4223","G04002100003102","040210003102","69","9"
"4224","G04002100003111","040210003111","19","2"
"4225","G04002100003112","040210003112","26","3"
"4226","G04002100003121","040210003121","80","9"
"4227","G04002100003122","040210003122","99","10"
"4228","G04002100003123","040210003123","53","7"
"4229","G04002100003131","040210003131","59","8"
"4230","G04002100003132","040210003132","57","8"
"4231","G04002100003133","040210003133","78","9"
"4232","G04002100003151","040210003151","61","8"
"4233","G04002100003152","040210003152","44","6"
"4234","G04002100003153","040210003153","57","8"
"4235","G04002100003161","040210003161","14","1"
"4236","G04002100003162","040210003162","27","3"
"4237","G04002100003163","040210003163","24","3"
"4238","G04002100003164","040210003164","9","1"
"4239","G04002100003171","040210003171","100","10"
"4240","G04002100003172","040210003172","88","10"
"4241","G04002100003191","040210003191","78","9"
"4242","G04002100003201","040210003201","54","7"
"4243","G04002100003202","040210003202","54","7"
"4244","G04002100003211","040210003211","86","10"
"4245","G04002100003212","040210003212","86","10"
"4246","G04002100003213","040210003213","86","10"
"4247","G04002100003221","040210003221","56","7"
"4248","G04002100003222","040210003222","51","7"
"4249","G04002100003231","040210003231","64","8"
"4250","G04002100003232","040210003232","70","9"
"4251","G04002100003241","040210003241","48","6"
"4252","G04002100003242","040210003242","96","10"
"4253","G04002100003243","040210003243","43","6"
"4254","G04002100003251","040210003251","88","10"
"4255","G04002100003252","040210003252","52","7"
"4256","G04002100004001","040210004001","86","10"
"4257","G04002100004002","040210004002","77","9"
"4258","G04002100004003","040210004003","84","10"
"4259","G04002100004004","040210004004","91","10"
"4260","G04002100006031","040210006031","24","3"
"4261","G04002100006032","040210006032","31","4"
"4262","G04002100006041","040210006041","27","3"
"4263","G04002100006042","040210006042","26","3"
"4264","G04002100007001","040210007001","85","10"
"4265","G04002100007002","040210007002","89","10"
"4266","G04002100007003","040210007003","93","10"
"4267","G04002100008021","040210008021","43","6"
"4268","G04002100008022","040210008022","26","3"
"4269","G04002100008023","040210008023","50","7"
"4270","G04002100008041","040210008041","GQ","GQ"
"4271","G04002100008042","040210008042","83","10"
"4272","G04002100008051","040210008051","32","4"
"4273","G04002100008052","040210008052","35","4"
"4274","G04002100008053","040210008053","39","5"
"4275","G04002100008061","040210008061","40","5"
"4276","G04002100008062","040210008062","36","4"
"4277","G04002100008071","040210008071","GQ-PH","GQ-PH"
"4278","G04002100008072","040210008072","99","10"
"4279","G04002100008081","040210008081","GQ-PH","GQ-PH"
"4280","G04002100008082","040210008082","44","6"
"4281","G04002100009021","040210009021","65","8"
"4282","G04002100009031","040210009031","GQ-PH","GQ-PH"
"4283","G04002100009041","040210009041","79","9"
"4284","G04002100010001","040210010001","95","10"
"4285","G04002100010002","040210010002","61","8"
"4286","G04002100010003","040210010003","96","10"
"4287","G04002100011001","040210011001","67","9"
"4288","G04002100011002","040210011002","44","6"
"4289","G04002100011003","040210011003","85","10"
"4290","G04002100011004","040210011004","50","7"
"4291","G04002100012001","040210012001","52","7"
"4292","G04002100012002","040210012002","88","10"
"4293","G04002100013031","040210013031","15","1"
"4294","G04002100013032","040210013032","41","5"
"4295","G04002100013051","040210013051","98","10"
"4296","G04002100013052","040210013052","41","5"
"4297","G04002100013053","040210013053","77","9"
"4298","G04002100013054","040210013054","42","5"
"4299","G04002100013061","040210013061","43","6"
"4300","G04002100013062","040210013062","62","8"
"4301","G04002100013063","040210013063","49","7"
"4302","G04002100013071","040210013071","96","10"
"4303","G04002100013072","040210013072","54","7"
"4304","G04002100013073","040210013073","71","9"
"4305","G04002100013081","040210013081","91","10"
"4306","G04002100013082","040210013082","35","4"
"4307","G04002100013091","040210013091","40","5"
"4308","G04002100013092","040210013092","45","6"
"4309","G04002100013101","040210013101","47","6"
"4310","G04002100013102","040210013102","44","6"
"4311","G04002100014031","040210014031","77","9"
"4312","G04002100014032","040210014032","68","9"
"4313","G04002100014033","040210014033","72","9"
"4314","G04002100014041","040210014041","44","6"
"4315","G04002100014042","040210014042","56","7"
"4316","G04002100014051","040210014051","51","7"
"4317","G04002100014052","040210014052","69","9"
"4318","G04002100014053","040210014053","73","9"
"4319","G04002100014061","040210014061","87","10"
"4320","G04002100014062","040210014062","79","9"
"4321","G04002100014063","040210014063","PH","PH"
"4322","G04002100014064","040210014064","64","8"
"4323","G04002100014071","040210014071","98","10"
"4324","G04002100014072","040210014072","72","9"
"4325","G04002100014081","040210014081","45","6"
"4326","G04002100014082","040210014082","36","4"
"4327","G04002100015001","040210015001","87","10"
"4328","G04002100015002","040210015002","87","10"
"4329","G04002100015003","040210015003","87","10"
"4330","G04002100016001","040210016001","61","8"
"4331","G04002100016002","040210016002","58","8"
"4332","G04002100016003","040210016003","49","7"
"4333","G04002100016004","040210016004","84","10"
"4334","G04002100017011","040210017011","43","6"
"4335","G04002100017041","040210017041","42","5"
"4336","G04002100017042","040210017042","43","6"
"4337","G04002100017043","040210017043","45","6"
"4338","G04002100017051","040210017051","35","4"
"4339","G04002100017052","040210017052","34","4"
"4340","G04002100017053","040210017053","43","6"
"4341","G04002100017054","040210017054","41","5"
"4342","G04002100017055","040210017055","36","4"
"4343","G04002100017061","040210017061","45","6"
"4344","G04002100017062","040210017062","31","4"
"4345","G04002100017063","040210017063","35","4"
"4346","G04002100017071","040210017071","39","5"
"4347","G04002100017072","040210017072","35","4"
"4348","G04002100017073","040210017073","38","5"
